"_golden","jobname","morepc_gold","morepc_gold_reason","rownum","s0_coordinates","s0_hash","s0_iteration","s0_mix","s0_name","s0_simple.grainlength","s0_simple.maxdist","s1_coordinates","s1_hash","s1_iteration","s1_mix","s1_name","s1_simple.grainlength","s1_simple.maxdist"
"","tune-simple-study-2-1-intracoord","","","10","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30","0.00_0.00_1.00","ef7bcc9362c41758b98ca29543ee9599","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3","0.50_1.00","15"
"","tune-simple-study-2-1-intracoord","","","11","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","ef7bcc9362c41758b98ca29543ee9599","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3","0.50_1.00","15"
"","tune-simple-study-2-1-intracoord","","","12","0.00_0.00_1.00","ef7bcc9362c41758b98ca29543ee9599","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3","0.50_1.00","15","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15"
"","tune-simple-study-2-1-intracoord","","","13","0.00_0.00_1.00","ef7bcc9362c41758b98ca29543ee9599","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3","0.50_1.00","15","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","14","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_0.00_1.00","ef7bcc9362c41758b98ca29543ee9599","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3","0.50_1.00","15"
"","tune-simple-study-2-1-intracoord","","","15","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","16","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","17","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","18","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","19","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","20","0.00_0.00_1.00","1b31c6d31ec8a87e029807d16397747f","04","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3","0.50_1.00","5","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5"
"","tune-simple-study-2-1-intracoord","","","21","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15"
"","tune-simple-study-2-1-intracoord","","","22","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15"
"","tune-simple-study-2-1-intracoord","","","23","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15"
"","tune-simple-study-2-1-intracoord","","","24","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","25","0.00_0.00_1.00","efbf1a3f1b2d0abd794438ea171ba9e1","00","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3","1.00_2.00","15","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5"
"","tune-simple-study-2-1-intracoord","","","26","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","27","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","28","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","29","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_0.00_1.00","52d04de2e3d78ca343186e9a6aaa4152","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","30","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15"
"","tune-simple-study-2-1-intracoord","","","31","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","32","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_0.00_1.00","384d6089998b4fb4b668579b8f1a8c0a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-5.mp3","1.00_2.00","5"
"","tune-simple-study-2-1-intracoord","","","33","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15"
"","tune-simple-study-2-1-intracoord","","","34","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_0.00_1.00","dbbad57da10f5d284c09ad71e1333007","01","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3","2.00_4.00","15"
"","tune-simple-study-2-1-intracoord","","","35","0.00_0.00_1.00","030959fc8f48589985ad721e06b5298a","03","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_0.00_1.00","4d197d79cf4c61e067685162b704d1e9","02","simple","mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","36","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30"
"","tune-simple-study-2-1-intracoord","","","37","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30"
"","tune-simple-study-2-1-intracoord","","","38","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30","0.00_1.00_0.00","c3f6b4d4778269803f199bbc9e3ba0bd","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","39","0.00_1.00_0.00","73682dd4c1d77ce6270c9472d82f5531","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3","1.00_2.00","15","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30"
"","tune-simple-study-2-1-intracoord","","","40","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30","0.00_1.00_0.00","4eeda00e82592843ae4b458c3f4fa4eb","04","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3","1.00_2.00","5"
"","tune-simple-study-2-1-intracoord","","","41","0.00_1.00_0.00","9c51371bc88822d8353421bf83a9d8f6","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3","2.00_4.00","15","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30"
"","tune-simple-study-2-1-intracoord","","","42","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30","0.00_1.00_0.00","72088d18393de361e5afdb46b743c557","03","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","43","0.00_1.00_0.00","22bf295056ea2a5a126896d1502185e0","03","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5","0.00_1.00_0.00","f0364e1d1ba5906ed7d03d59eccc139e","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3","0.50_1.00","30"
"","tune-simple-study-2-1-intracoord","","","44","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","45","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","c3f6b4d4778269803f199bbc9e3ba0bd","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","46","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","73682dd4c1d77ce6270c9472d82f5531","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3","1.00_2.00","15"
"","tune-simple-study-2-1-intracoord","","","47","0.00_1.00_0.00","4eeda00e82592843ae4b458c3f4fa4eb","04","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3","1.00_2.00","5","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5"
"","tune-simple-study-2-1-intracoord","","","48","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","9c51371bc88822d8353421bf83a9d8f6","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3","2.00_4.00","15"
"","tune-simple-study-2-1-intracoord","","","49","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","72088d18393de361e5afdb46b743c557","03","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3","2.00_4.00","30"
"","tune-simple-study-2-1-intracoord","","","50","0.00_1.00_0.00","b6428dd541bed99c28fd8f4fdd973b50","00","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3","0.50_1.00","5","0.00_1.00_0.00","22bf295056ea2a5a126896d1502185e0","03","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3","2.00_4.00","5"
"","tune-simple-study-2-1-intracoord","","","51","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","c3f6b4d4778269803f199bbc9e3ba0bd","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3","1.00_2.00","30"
"","tune-simple-study-2-1-intracoord","","","52","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","73682dd4c1d77ce6270c9472d82f5531","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3","1.00_2.00","15"
"","tune-simple-study-2-1-intracoord","","","53","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","4eeda00e82592843ae4b458c3f4fa4eb","04","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-5.mp3","1.00_2.00","5"
"","tune-simple-study-2-1-intracoord","","","54","0.00_1.00_0.00","0219932f948a3247ed485c45549ebd82","01","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3","0.50_1.00","15","0.00_1.00_0.00","9c51371bc88822d8353421bf83a9d8f6","02","simple","mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3","2.00_4.00","15"
