_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_sound_was_more_realistic,orig__golden,jobname,morepc_gold,morepc_gold_reason,rownum,s0_coordinates,s0_hash,s0_iteration,s0_mix,s0_name,s0_simplegrainlength,s0_simplemaxdist,s1_coordinates,s1_hash,s1_iteration,s1_mix,s1_name,s1_simplegrainlength,s1_simplemaxdist
283053808,5/27/2013 22:03:23,false,947390979,,5/27/2013 22:02:56,false,neodev,0.8947,17206872,GBR,"","",91.216.105.41,same,"",tune-simple-study-2-1-intracoord,"","",6,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,4d197d79cf4c61e067685162b704d1e9,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,30
283053808,5/27/2013 22:04:14,false,947391800,,5/27/2013 22:03:05,false,prodege,1.0,2058722,CAN,ON,Markham,76.67.115.124,s1,"",tune-simple-study-2-1-intracoord,"","",6,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,4d197d79cf4c61e067685162b704d1e9,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,30
283053808,5/27/2013 22:04:51,false,947392509,,5/27/2013 22:03:19,false,prodege,1.0,17156454,GBR,N7,Godalming,86.145.150.154,same,"",tune-simple-study-2-1-intracoord,"","",6,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,4d197d79cf4c61e067685162b704d1e9,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,30
283053808,5/27/2013 22:06:57,false,947394676,,5/27/2013 22:05:00,false,prodege,0.9,4318510,CAN,ON,Mississauga,99.229.246.41,s1,"",tune-simple-study-2-1-intracoord,"","",6,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,4d197d79cf4c61e067685162b704d1e9,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,30
283053808,5/27/2013 22:07:19,false,947394979,,5/27/2013 22:06:04,false,instagc,1.0,13038918,USA,WV,Eleanor,50.121.129.58,s0,"",tune-simple-study-2-1-intracoord,"","",6,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,4d197d79cf4c61e067685162b704d1e9,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-30.mp3,2.00_4.00,30
283053809,5/27/2013 21:56:41,false,947385693,,5/27/2013 21:54:53,false,instagc,0.8571,17725602,USA,MO,Greentop,199.127.53.6,s1,"",tune-simple-study-2-1-intracoord,"","",7,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,030959fc8f48589985ad721e06b5298a,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,5
283053809,5/27/2013 21:57:49,false,947386652,,5/27/2013 21:56:31,false,neodev,1.0,18377680,USA,NJ,Waldwick,173.3.71.61,s0,"",tune-simple-study-2-1-intracoord,"","",7,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,030959fc8f48589985ad721e06b5298a,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,5
283053809,5/27/2013 21:59:16,false,947387955,,5/27/2013 21:58:01,false,neodev,0.9286,17868108,CAN,ON,Woodbridge,174.112.145.193,same,"",tune-simple-study-2-1-intracoord,"","",7,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,030959fc8f48589985ad721e06b5298a,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,5
283053809,5/27/2013 22:00:04,false,947388488,,5/27/2013 21:58:39,false,prodege,0.9167,18351163,USA,CA,Cypress,76.91.226.207,s1,"",tune-simple-study-2-1-intracoord,"","",7,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,030959fc8f48589985ad721e06b5298a,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,5
283053809,5/27/2013 22:08:29,false,947395859,,5/27/2013 22:06:50,false,instagc,1.0,15258119,USA,AL,Hamilton,199.101.64.213,s1,"",tune-simple-study-2-1-intracoord,"","",7,0.00_0.00_1.00,e511237a89235dead47051afedcf2b06,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,30,0.00_0.00_1.00,030959fc8f48589985ad721e06b5298a,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,5
